序号,来源图纸,类别,构件名称,规格,编号,轴位,区域,宽度/m,高度/m,左右接,X坐标,Y坐标,图层
858,X-HLP3-AR-F3-LAY-01-001,其他,高程点-说明仿宋-1_5mm - 高程点-说明仿宋-1_5mm-4178353-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,X/Y轴,北区,2.40,1.30,右,12963.13,152560.51,A-ANNO-NOTE
859,X-HLP3-CR-F3-LAY-KPART-03-002,其他,2AHC-3.1,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,210610.7,74040.0,0-A-标注
860,X-HLP3-CR-F3-LAY-KPART-03-002,其他,2AHC-3.1,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,222493.0,70285.3,0-A-标注
861,X-HLP3-CR-F3-LAY-KPART-03-002,其他,2AHC-3.1,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,224839.3,44900.0,0-A-标注
862,X-HLP3-CR-F3-LAY-KPART-04-001,其他,2AHC-3.1,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,223110.0,47660.7,0-A-标注
863,X-HLP3-CR-F3-LAY-KPART-04-001,其他,2AHC-3.1,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,210660.7,72852.51,0-A-标注
864,X-HLP3-CR-F3-LAY-KPART-04-001,其他,2AHC-3.1,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,223619.67,70285.3,0-A-标注
865,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-3490108-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,DCC-E,R/S轴,北中区,2.85,2.60,右,216625.0,114875.0,A-GENM
866,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口-A - WW-翻边100mm-V59-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,DCC-E,F/G轴,南区,2.85,2.60,右,144625.0,42875.0,A-GENM
867,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口-A - WW-翻边100mm-V60-LAY-1F-1_500-A,2850x2600(右) DCC-E,DCC-E,F/G轴,南区,2.85,2.60,右,166225.0,42875.0,A-GENM
868,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2515039-LAY-2F-1_500-A,2850x2600(右) DCC-E*2,DCC-E,R/S轴,北中区,2.85,2.60,右,87025.0,115225.0,A-GENM
869,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2515250-LAY-2F-1_500-A,2850x2600(右) DCC-E,DCC-E,R/S轴,北中区,2.85,2.60,右,161975.0,115225.0,A-GENM
870,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口-A - H-无翻边-V45-LAY-2F-1_500-A,2850x2600(右) DCC-E*2,DCC-E,Q/R轴,北中区,2.85,2.60,右,17175.0,107975.0,A-GENM
871,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏 - 热轧钢管-2093104-LAY-1F-1_500-A,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,169200.0,154931.03,P-PIPE
872,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719313-LAY-1F-1_500-A,,,A/B轴,南区,,,,260050.0,3700.0,A-DOOR
873,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703534-LAY-1F-1_500-A,,,T/U轴,北中区,,,,264500.0,123750.0,A-DOOR
874,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-1F-1_500-A,,,T/U轴,北中区,,,,268800.0,125750.0,A-DOOR
875,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-1F-1_500-A,,,W/X轴,北区,,,,264500.0,149850.0,A-DOOR
876,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703352-LAY-1F-1_500-A,,,B/C轴,南区,,,,121350.0,14150.0,A-DOOR
877,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,,,K/L轴,南中区,,,,68725.0,68400.0,A-DOOR
878,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,,,S/T轴,北中区,,,,173100.0,123550.0,A-DOOR
879,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,,,T/U轴,北中区,,,,237600.0,127450.0,A-DOOR
880,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,,,B/C轴,南区,,,,188450.0,14700.0,A-DOOR
881,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-1F-1_500-A,,,C/D轴,南区,,,,188450.0,21300.0,A-DOOR
882,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,,,A/B轴,南区,,,,252750.0,6700.0,A-DOOR
883,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,,,C/D轴,南区,,,,124350.0,18050.0,A-DOOR
884,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4719311-LAY-1F-1_500-A,,,A/B轴,南区,,,,258350.0,3700.0,A-DOOR
885,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703354-LAY-1F-1_500-A,,,J/K轴,南中区,,,,29950.0,64800.0,A-DOOR
886,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-1F-1_500-A,,,R/S轴,北中区,,,,255750.0,115700.0,A-DOOR
887,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,,,K/L轴,南中区,,,,65100.0,68400.0,A-DOOR
888,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703564-LAY-1F-1_500-A,,,T/U轴,北中区,,,,18000.0,130750.0,A-DOOR
889,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,,,S/T轴,北中区,,,,63800.0,122100.0,A-DOOR
890,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,,,E/F轴,南区,,,,231400.0,36300.0,A-DOOR
891,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,,,U/V轴,北中区,,,,62400.0,134050.0,A-DOOR
892,X-HLP3-AR-F3-LAY-01-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703552-LAY-1F-1_500-A,,,T/U轴,北中区,,,,239100.0,129300.0,A-DOOR
893,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,,,M/N轴,北中区,,,,285200.0,81750.0,A-DOOR
894,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-2F-1_500-A,,,C/D轴,南区,,,,283700.0,19650.0,A-DOOR
895,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703412-LAY-2F-1_500-A,,,A/B轴,南区,,,,260250.0,3700.0,A-DOOR
896,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,,,F/G轴,南区,,,,290625.0,39400.0,A-DOOR
897,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,,,M/N轴,北中区,,,,273600.0,81750.0,A-DOOR
898,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715513-LAY-2F-1_500-A,,,H/J轴,南中区,,,,273600.0,51750.0,A-DOOR
899,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙0818-4703344-LAY-2F-1_500-A,,,A/B轴,南区,,,,254800.0,3200.0,A-DOOR
900,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-2F-1_500-A,,,F/G轴,南区,,,,284450.0,42700.0,A-DOOR
901,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FDM甲1123-4909654-LAY-2F-1_500-A,,,P/Q轴,北中区,,,,273625.0,95950.0,A-DOOR
902,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703424-LAY-2F-1_500-A,,,V/W轴,北区,,,,273600.0,138150.0,A-DOOR
903,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-2F-1_500-A,,,U/V轴,北中区,,,,273600.0,134150.0,A-DOOR
904,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM0821-4833220-LAY-2F-1_500-A,,,V/W轴,北区,,,,292950.0,141400.0,A-DOOR
905,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-2F-1_500-A,,,U/V轴,北中区,,,,269550.0,131050.0,A-DOOR
906,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-2F-1_500-A,,,P/Q轴,北中区,,,,269550.0,95950.0,A-DOOR
907,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-2F-1_500-A,,,X/Y轴,北区,,,,253850.0,154700.0,A-DOOR
908,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-2F-1_500-A,,,A/B轴,南区,,,,253950.0,3700.0,A-DOOR
909,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703414-LAY-2F-1_500-A,,,A/B轴,南区,,,,258550.0,3700.0,A-DOOR
910,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-2F-1_500-A,,,U/V轴,北中区,,,,269550.0,135250.0,A-DOOR
911,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,,,F/G轴,南区,,,,279800.0,41850.0,A-DOOR
912,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-2F-1_500-A,,,C/D轴,南区,,,,290750.0,22100.0,A-DOOR
913,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V48-LAY-2F-1_500-A,,,E/F轴,南区,,,,290625.0,36400.38,A-DOOR
914,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-2F-1_500-A,,,J/K轴,南中区,,,,269550.0,63450.0,A-DOOR
915,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM0818-4841565-LAY-2F-1_500-A,,,A轴,南区,,,,256050.0,-325.0,A-DOOR
916,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - KBM1123-4703546-LAY-2F-1_500-A,,,W/X轴,北区,,,,266850.0,148300.0,A-DOOR
917,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715513-LAY-2F-1_500-A,,,K/L轴,南中区,,,,273600.0,66150.0,A-DOOR
918,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-2F-1_500-A,,,L/M轴,北中区,,,,248800.0,79200.0,A-DOOR
919,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-2F-1_500-A,,,N/P轴,北中区,,,,248800.0,93600.0,A-DOOR
920,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965399-LAY-2F-1_500-A,,,D/E轴,南区,,,,284450.0,28150.0,A-DOOR
921,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965417-LAY-2F-1_500-A,,,D/E轴,南区,,,,284550.0,26050.0,A-DOOR
922,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965417-LAY-2F-1_500-A,,,D/E轴,南区,,,,279191.0,26050.0,A-DOOR
923,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965399-LAY-2F-1_500-A,,,D/E轴,南区,,,,277609.0,26050.0,A-DOOR
924,X-HLP3-AR-F3-LAY-02-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965399-LAY-2F-1_500-A,,,D/E轴,南区,,,,274850.0,28150.0,A-DOOR
925,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-4F-1_500-A,,,M/N轴,北中区,,,,283200.0,81750.47,A-DOOR
926,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4703346-LAY-4F-1_500-A,,,C/D轴,南区,,,,283700.0,19850.0,A-DOOR
927,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-4F-1_500-A,,,F/G轴,南区,,,,283100.0,41850.0,A-DOOR
928,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-4F-1_500-A,,,F/G轴,南区,,,,290750.0,39400.0,A-DOOR
929,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703391-LAY-4F-1_500-A,,,L/M轴,北中区,,,,255650.0,79200.0,A-DOOR
930,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V453-LAY-4F-1_500-A,,,A/B轴,南区,,,,254800.0,3050.0,A-DOOR
931,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703410-LAY-4F-1_500-A,,,X/Y轴,北区,,,,254800.0,155650.0,A-DOOR
932,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-4F-1_500-A,,,L/M轴,北中区,,,,284450.0,79600.47,A-DOOR
933,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-4F-1_500-A,,,L/M轴,北中区,,,,284450.0,76200.0,A-DOOR
934,X-HLP3-AR-F3-LAY-04-001,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123_3H_-4796242-LAY-4F-1_500-A,,,F/G轴,南区,,,,292700.0,37475.0,A-DOOR
935,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-2270721-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,H/J轴,南中区,2.40,1.30,右,239999.93,52049.98,P-PIPE
936,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,202849.58,78150.5,P-PIPE
937,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,239999.93,77999.98,P-PIPE
938,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,F/G轴,南区,2.40,1.30,右,222200.0,44350.33,P-PIPE
939,X-HLP3-AR-F3-LAY-01-001,管道/管件,U型排水沟_有盖板_L型 - 标准-2762191-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,M/N轴,北中区,2.40,1.30,右,202209.74,87100.0,L-SITE
940,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,209330.1,45649.53,P-PIPE
941,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,210831.1,45649.53,P-PIPE
942,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,214131.1,45649.53,P-PIPE
943,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,2400x1300(右) DCC,DCC,M/N轴,北中区,2.40,1.30,右,236850.39,86700.0,P-PIPE
944,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_ - 热轧钢管-V35-LAY-1F-1_500-A,2850x2300(右) DCC,DCC,G/H轴,南中区,2.85,2.30,右,202849.58,51350.5,P-PIPE
945,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,2850x2300(右) DCC,DCC,H/J轴,南中区,2.85,2.30,右,159500.0,56700.19,P-PIPE
946,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏1 - DN100-2464936-LAY-1F-1_500-A,3500x2300(右) DCC-F*2,DCC-F,A/B轴,南区,3.50,2.30,右,191525.47,1699.87,P-PIPE
947,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏1 - DN100-2464936-LAY-1F-1_500-A,3500x2300(右) DCC-F,DCC-F,A/B轴,南区,3.50,2.30,右,187300.94,1699.87,P-PIPE
948,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏1 - DN100-2464936-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,W/X轴,北区,3.50,2.30,左,179100.0,151950.0,P-PIPE
949,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏1 - DN100-2464936-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,X/Y轴,北区,3.50,2.30,左,179000.0,157950.0,P-PIPE
950,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,W/X轴,北区,3.50,2.30,左,191099.52,148849.73,P-PIPE
951,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,W/X轴,北区,3.50,2.30,左,121600.0,150650.06,P-PIPE
952,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,W/X轴,北区,3.50,2.30,左,56800.0,150650.06,P-PIPE
953,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏2 - DN100-3952935-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,X/Y轴,北区,3.50,2.30,左,231100.0,157500.0,P-PIPE
954,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏2 - DN100-V72-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,X/Y轴,北区,3.50,2.30,左,236920.0,157500.0,P-PIPE
955,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,W/X轴,北区,3.50,2.30,左,71100.0,150150.0,P-PIPE
956,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,A/B轴,南区,3.50,2.30,左,71600.39,2000.06,P-PIPE
957,X-HLP3-AR-F3-LAY-01-001,管道/管件,圆形地漏_固定_2 - 热轧钢管-3953174-LAY-1F-1_500-A,3500x2300(左) DCC-F,DCC-F,A/B轴,南区,3.50,2.30,左,68500.39,2000.06,P-PIPE
958,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-3490107-LAY-1F-1_500-A,2850x1800(左) DCC-C,DCC-C,F/G轴,南区,2.85,1.80,左,209425.0,42875.0,A-GENM
959,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口-A - WW-翻边100mm-V60-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,DCC-C,F/G轴,南区,2.85,1.80,左,137425.0,42875.0,A-GENM
960,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-V38-LAY-2F-1_500-A,2850x1800(左) DCC-C,DCC-C,F/G轴,南区,2.85,1.80,左,209425.0,43825.0,A-GENM
961,X-HLP3-AR-F3-LAY-04-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2146857-LAY-4F-1_500-A,2850x1800(左) DCC-C*2,DCC-C,R/S轴,北中区,2.85,1.80,左,131350.0,110375.0,A-GENM
962,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-3490089-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,F/G轴,南区,2.85,1.80,右,79825.0,42775.0,A-GENM
963,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-3490105-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,R/S轴,北中区,2.85,1.80,右,202225.0,114875.0,A-GENM
964,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-V39-LAY-1F-1_500-A,2850x1800(右) DCC-C,DCC-C,R/S轴,北中区,2.85,1.80,右,209425.0,114875.0,A-GENM
965,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-3490106-LAY-1F-1_500-A,2850x1800(右) DCC-C,DCC-C,R/S轴,北中区,2.85,1.80,右,223825.0,114875.0,A-GENM
966,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-V39-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,R/S轴,北中区,2.85,1.80,右,195025.0,114875.0,A-GENM
967,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口 - 楼板洞口-无翻边-V40-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,R/S轴,北中区,2.85,1.80,右,151825.0,114575.0,A-GENM
968,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口-A - WW-无翻边-3490099-LAY-1F-1_500-A,2850x1800(右) DCC-C,DCC-C,R/S轴,北中区,2.85,1.80,右,79825.0,114575.0,A-GENM
969,X-HLP3-AR-F3-LAY-01-001,楼板洞口,楼板洞口-A - WW-翻边100mm-V60-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,F/G轴,南区,2.85,1.80,右,151825.0,42875.0,A-GENM
970,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2515039-LAY-2F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,R/S轴,北中区,2.85,1.80,右,202225.0,115225.0,A-GENM
971,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2515039-LAY-2F-1_500-A,2850x1800(右) DCC-C,DCC-C,R/S轴,北中区,2.85,1.80,右,209425.0,115225.0,A-GENM
972,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2515039-LAY-2F-1_500-A,2850x1800(右) DCC-C,DCC-C,R/S轴,北中区,2.85,1.80,右,223825.0,115225.0,A-GENM
973,X-HLP3-AR-F3-LAY-02-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-V38-LAY-2F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,F/G轴,南区,2.85,1.80,右,79825.0,43825.0,A-GENM
974,X-HLP3-AR-F3-LAY-04-001,楼板洞口,楼板洞口 - 楼板洞口-翻边100mm-2147558-LAY-4F-1_500-A,2850x1800(右) DCC-C*2,DCC-C,G/H轴,南中区,2.85,1.80,右,129900.0,46650.0,A-GENM
975,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001",窗,百叶窗-带贴面 - BYC9630A-4863995-LAY-1F-1_500-A,,,A轴,南区,,,,278388.94,-225.0,A-GLAZ
976,X-HLP3-AR-F3-LAY-01-001,窗,单扇固定窗1 - TLC1212-4236866-LAY-1F-1_500-A,,,A/B轴,南区,,,,262200.0,6705.0,A-GLAZ
977,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001",窗,百叶窗-带贴面 - BYC7212-4912070-LAY-1F-1_500-A,,,G/H轴,南中区,,,,292850.0,46811.36,A-GLAZ
978,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001",窗,百叶窗-带贴面 - BYC3612-4831002-LAY-1F-1_500-A,,,U/V轴,北中区,,,,292850.0,135011.36,A-GLAZ
979,X-HLP3-AR-F3-LAY-01-001,窗,双扇窗-上开 - C1812-4873697-LAY-1F-1_500-A,,,U/V轴,北中区,,,,18000.0,134500.0,A-GLAZ
980,X-HLP3-AR-F3-LAY-01-001,窗,百叶窗-带贴面 - BYC3020-4864165-LAY-1F-1_500-A,,,A轴,南区,,,,257411.36,-225.0,A-GLAZ
981,X-HLP3-AR-F3-LAY-01-001,窗,百叶窗-带贴面 - BYC4008-4660751-LAY-1F-1_500-A,,,D/E轴,南区,,,,292850.0,25211.36,A-GLAZ
982,X-HLP3-AR-F3-LAY-01-001,窗,百叶窗-带贴面 - BYC13024-4829679-LAY-1F-1_500-A,,,W/X轴,北区,,,,292950.0,150848.86,A-GLAZ
983,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001",窗,百叶窗-带贴面 - BYC3612-4826183-LAY-1F-1_500-A,,,P/Q轴,北中区,,,,292850.0,99011.36,A-GLAZ
984,X-HLP3-AR-F3-LAY-01-001,窗,百叶窗-带贴面 - BYC8220-4791896-LAY-1F-1_500-A,,,X/Y轴,北区,,,,259188.64,158625.0,A-GLAZ
985,X-HLP3-AR-F3-LAY-01-001,窗,百叶窗-带贴面 - BYC1323-4817944-LAY-1F-1_500-A,,,B/C轴,南区,,,,-50.0,14388.64,A-GLAZ
